continent,superregion,region,area,province,location_type,location_name,hexcode,topography,vegetation,climate,religion,culture,raw_material,natural_harbor_suitability,owner,cores,old_province_number
europe,western_cannor_superregion,businor_region,busilar_area,busilar,land,busilar,b47e80,flatland,grasslands,continental,regent_court,busilari,copper,,A29,A29,367
europe,western_cannor_superregion,businor_region,busilar_area,lioncost,land,lioncost,3480c0,flatland,grasslands,continental,regent_court,busilari,fish,0.25,A29,"A29,B93",368
europe,western_cannor_superregion,businor_region,isle_of_tef_area,port_jurith,land,port_jurith,b482ff,flatland,grasslands,continental,regent_court,tefori,copper,0.25,A47,A47,369
europe,western_cannor_superregion,businor_region,hapiande_area,cannohap,land,cannohap,348400,flatland,grasslands,continental,regent_court,busilari,wool,,A29,"A29,B81",370
europe,western_cannor_superregion,businor_region,hapiande_area,khenahap,land,khenahap,b58640,flatland,grasslands,continental,regent_court,busilari,copper,,A29,"A29,B81",371
europe,western_cannor_superregion,businor_region,busilari_straits_area,carverhouse,land,carverhouse,358880,flatland,grasslands,continental,regent_court,busilari,livestock,,A29,"A29,B93",372
europe,western_cannor_superregion,businor_region,busilari_straits_area,derancestir,land,derancestir,b58ac0,flatland,grasslands,continental,regent_court,busilari,fish,0.25,A29,"A29,B93",373
europe,western_cannor_superregion,businor_region,busilari_straits_area,lorincrag,land,lorincrag,358cff,flatland,grasslands,continental,regent_court,busilari,wool,0.25,A29,"A29,B93",374
europe,western_cannor_superregion,businor_region,khenak_area,the_tail,land,the_tail,b58e00,flatland,grasslands,continental,xhazobkult,hill_gnoll,wool,0.25,A49,"A49,A33",375
europe,western_cannor_superregion,businor_region,khenak_area,stingport,land,stingport,359040,flatland,grasslands,continental,regent_court,vernman,fish,0.25,A33,A33,376
europe,western_cannor_superregion,forlorn_vale_region,rotwall_area,tombsvale,land,tombsvale,3c6c80,flatland,grasslands,continental,regent_court,aldresian,wool,,A77,A77,422
europe,western_cannor_superregion,forlorn_vale_region,rotwall_area,rotwall,land,rotwall,bc6ec0,flatland,grasslands,continental,regent_court,aldresian,iron,,A77,A77,423
europe,western_cannor_superregion,dragon_coast_region,dragonheart_area,undermines,land,undermines,510ec8,flatland,grasslands,continental,kobold_dragon_cult,greenscale_kobold,iron,,A27,"A27,A28",4643
europe,western_cannor_superregion,dragon_coast_region,dragondepth_area,wyrmlair,land,wyrmlair,7945e1,flatland,grasslands,continental,kobold_dragon_cult,bluescale_kobold,wool,,A27,A27,4644
europe,western_cannor_superregion,dragon_coast_region,dragondepth_area,dragondepths,land,dragondepths,a189fa,flatland,grasslands,continental,kobold_dragon_cult,greenscale_kobold,fungi,,A27,"A27,A28",4645
europe,western_cannor_superregion,dragon_coast_region,dragonheart_area,kobildpozs,land,kobildpozs,c9b096,flatland,grasslands,continental,kobold_dragon_cult,bluescale_kobold,fungi,,A27,A27,4646
europe,western_cannor_superregion,businor_region,khenak_area,khenak_pass,land,khenak_pass,856a7b,flatland,grasslands,continental,xhazobkult,hill_gnoll,salt,,A49,A49,6513
europe,western_cannor_superregion,lencenor_region,west_ruby_mountains_area,ruby_depths,land,ruby_depths,d01a49,flatland,grasslands,continental,dwarven_pantheon,ruby_dwarf,gems,,A20,A20,4343
europe,western_cannor_superregion,lencenor_region,west_ruby_mountains_area,gempath,land,gempath,915123,flatland,grasslands,continental,dwarven_pantheon,ruby_dwarf,gems,,A20,A20,4232
europe,western_cannor_superregion,lencenor_region,east_ruby_mountains_area,rose_mines,land,rose_mines,cb7f35,flatland,grasslands,continental,dwarven_pantheon,ruby_dwarf,iron,,A20,A20,4241
europe,western_cannor_superregion,east_dameshead_region,damerian_dales_area,ricancas,land,ricancas,89224f,flatland,grasslands,continental,regent_court,east_damerian,unknown,0.25,A45,A45,899
europe,western_cannor_superregion,east_dameshead_region,the_commons_area,taxwick,land,taxwick,0a3820,flatland,grasslands,continental,regent_court,east_damerian,wheat,,A30,Z41,910
europe,western_cannor_superregion,esmaria_region,konwell_area,millsbay,land,millsbay,8a2ead,flatland,grasslands,continental,regent_court,esmari,fish,0.25,A35,A35,905
europe,western_cannor_superregion,esmaria_region,songbarges_area,seinathil,land,seinathil,0b447e,flatland,grasslands,continental,regent_court,esmari,unknown,,A90,A90,916
europe,western_cannor_superregion,esmaria_region,hearthswood_area,elvelenn,land,elvelenn,09247e,flatland,grasslands,continental,regent_court,moon_elf,unknown,,A92,A92,900
europe,western_cannor_superregion,esmaria_region,ryalanar_area,loveswood,land,loveswood,8b46ad,flatland,grasslands,continental,regent_court,esmari,wheat,,A43,A43,917
europe,western_cannor_superregion,esmaria_region,cann_esmar_area,telgeir,land,telgeir,8b3a4f,flatland,grasslands,continental,regent_court,esmari,iron,,A62,A62,911
europe,western_cannor_superregion,damescrown_region,heartland_borders_area,ainway,land,ainway,0a347e,flatland,grasslands,continental,regent_court,crownsman,unknown,,A89,A89,908
europe,western_cannor_superregion,damescrown_region,damescrown_area,marcestir,land,marcestir,0b4020,flatland,grasslands,continental,regent_court,crownsman,wheat,,A25,A25,914
europe,western_cannor_superregion,damescrown_region,damescrown_area,crothan,land,crothan,8b424f,flatland,grasslands,continental,regent_court,crownsman,unknown,0.25,A54,A54,915
europe,western_cannor_superregion,esmaria_region,high_esmar_area,anvilwright,land,anvilwright,0b3c7e,flatland,grasslands,continental,regent_court,silver_dwarf,iron,,A73,A73,912
europe,western_cannor_superregion,esmaria_region,high_esmar_area,leslinpar,land,leslinpar,8926ad,flatland,grasslands,continental,regent_court,esmari,wheat,,A92,A92,901
europe,western_cannor_superregion,esmaria_region,bennonhill_area,havorton,land,havorton,8a36ad,flatland,grasslands,continental,regent_court,esmari,livestock,,A37,"A37,B86",909
europe,western_cannor_superregion,esmaria_region,ashfields_area,embergarden,land,embergarden,092820,flatland,grasslands,continental,regent_court,arannese,wheat,,A30,"A30,A60",902
europe,western_cannor_superregion,east_dameshead_region,upper_luna_area,aranthil,land,aranthil,092020,flatland,grasslands,continental,regent_court,east_damerian,unknown,,A85,"A85,B99",898
europe,western_cannor_superregion,the_borders_region,ottocam_area,indlebury,land,indlebury,892a4f,flatland,grasslands,continental,regent_court,wexonard,livestock,,Z04,Z04,903
europe,western_cannor_superregion,the_borders_region,arannen_area,arannen,land,arannen,0a2c7e,flatland,grasslands,continental,regent_court,arannese,unknown,,A72,A72,904
europe,western_cannor_superregion,east_dameshead_region,galeinn_area,whistlepoint,land,whistlepoint,0a3020,flatland,grasslands,continental,regent_court,vernman,livestock,,A98,"A98,A84",906
europe,western_cannor_superregion,the_borders_region,greater_bardswood_area,vinerick,land,vinerick,8a324f,flatland,grasslands,continental,regent_court,wexonard,wheat,,A30,A30,907
europe,western_cannor_superregion,the_borders_region,gnollsgate_area,gnollsgate,land,gnollsgate,8b3ead,flatland,grasslands,continental,xhazobkult,hill_gnoll,wheat,,A48,"A34,A49",913
europe,western_cannor_superregion,the_borders_region,greater_bardswood_area,bardswood,land,bardswood,0c4820,flatland,grasslands,continental,regent_court,wexonard,unknown,,A48,A48,918
europe,western_cannor_superregion,east_dameshead_region,wyvernmark_area,bronzewing_hall,land,bronzewing_hall,002820,flatland,grasslands,continental,regent_court,vernman,copper,,A33,A33,838
europe,western_cannor_superregion,small_country_region,lorentish_approach_area,twofork,land,twofork,3158c0,flatland,grasslands,continental,regent_court,bluefoot_halfling,unknown,,A13,"A13,A70",348
europe,western_cannor_superregion,damescrown_region,uelaire_area,newacre,land,newacre,b15680,flatland,grasslands,continental,regent_court,uelairey,unknown,0.25,A76,A76,347
europe,western_cannor_superregion,alenic_frontier_region,gawed_area,somberwold,land,somberwold,315440,flatland,grasslands,continental,regent_court,gawedi,wool,,A13,A13,346
europe,western_cannor_superregion,dragon_coast_region,dragonspine_area,bleakpass,land,bleakpass,b15200,flatland,grasslands,continental,kobold_dragon_cult,redscale_kobold,iron,0.25,A26,A27,345
europe,western_cannor_superregion,alenic_frontier_region,jonsway_area,oudescker,land,oudescker,3150ff,flatland,grasslands,continental,regent_court,old_alenic,fur,,A13,"A13,A50",344
europe,western_cannor_superregion,alenic_frontier_region,jonsway_area,jonsway,land,jonsway,b14ec0,flatland,grasslands,continental,regent_court,old_alenic,wheat,,A13,"A13,A50",343
europe,western_cannor_superregion,forlorn_vale_region,teagansfield_area,canneinn,land,canneinn,304c80,flatland,grasslands,continental,regent_court,arbarani,livestock,,A89,A89,342
europe,western_cannor_superregion,alenic_frontier_region,gawed_area,norleigh,land,norleigh,b04a40,flatland,grasslands,continental,regent_court,gawedi,wheat,,A13,A13,341
europe,western_cannor_superregion,alenic_frontier_region,westmounts_area,wightsgate,land,wightsgate,304800,flatland,grasslands,continental,regent_court,gawedi,wool,,A13,"A13,B84",340
europe,western_cannor_superregion,alenic_frontier_region,south_alen_area,elwick-upon-alen,land,elwick-upon-alen,b046ff,flatland,grasslands,continental,regent_court,gawedi,wheat,,A13,"A13,A51",339
europe,western_cannor_superregion,alenic_frontier_region,alenic_expanse_area,morban,land,morban,3044c0,flatland,grasslands,continental,regent_court,gawedi,livestock,,A13,"A13,B83",338
europe,western_cannor_superregion,alenic_frontier_region,south_alen_area,alenath,land,alenath,b04280,flatland,grasslands,continental,regent_court,gawedi,unknown,,A13,"A13,A51",337
europe,western_cannor_superregion,dragon_coast_region,dragonhills_area,fluddhill,land,fluddhill,30f440,flatland,grasslands,continental,regent_court,gawedi,wool,,A13,"A13,A52",336
europe,western_cannor_superregion,damescrown_region,damescrown_area,elfsmithy,land,elfsmithy,af3e00,flatland,grasslands,continental,regent_court,moon_elf,copper,,A25,A25,335
europe,western_cannor_superregion,alenic_frontier_region,golden_plains_area,crodam,land,crodam,2f3cff,flatland,grasslands,continental,regent_court,arbarani,livestock,,A46,A46,334
europe,western_cannor_superregion,alenic_frontier_region,arbaran_area,arbaran,land,arbaran,b15aff,flatland,grasslands,continental,regent_court,arbarani,unknown,,A46,A46,349
europe,western_cannor_superregion,forlorn_vale_region,north_ibevar_area,silent_repose,land,silent_repose,325c00,flatland,grasslands,continental,elven_forebears,moon_elf,incense,,A83,A83,350
europe,western_cannor_superregion,forlorn_vale_region,north_ibevar_area,nurael,land,nurael,b25e40,flatland,grasslands,continental,elven_forebears,moon_elf,unknown,,A32,A32,351
europe,western_cannor_superregion,forlorn_vale_region,south_ibevar_area,ibevar,land,ibevar,326080,flatland,grasslands,continental,elven_forebears,moon_elf,unknown,,A32,A32,352
europe,western_cannor_superregion,forlorn_vale_region,south_ibevar_area,varillen,land,varillen,b262c0,flatland,grasslands,continental,elven_forebears,moon_elf,wine,,A32,A32,353
europe,western_cannor_superregion,forlorn_vale_region,south_ibevar_area,larthan,land,larthan,3264ff,flatland,grasslands,continental,elven_forebears,moon_elf,copper,,A32,A32,354
europe,western_cannor_superregion,forlorn_vale_region,cursewood_area,luckless_redoubt,land,luckless_redoubt,b26600,flatland,grasslands,continental,,,unknown,,,,355
europe,western_cannor_superregion,forlorn_vale_region,south_ibevar_area,ar_einnas,land,ar_einnas,326840,flatland,grasslands,continental,elven_forebears,moon_elf,iron,,A32,A32,356
europe,western_cannor_superregion,forlorn_vale_region,teagansfield_area,casnamoine,land,casnamoine,b36a80,flatland,grasslands,continental,regent_court,moon_elf,wheat,,A89,A89,357
europe,western_cannor_superregion,forlorn_vale_region,cursewood_area,coldrest,land,coldrest,336cc0,flatland,grasslands,continental,,,wheat,,,,358
europe,western_cannor_superregion,forlorn_vale_region,north_ibevar_area,ainethil,land,ainethil,b36eff,flatland,grasslands,continental,elven_forebears,moon_elf,livestock,,A32,A32,359
europe,western_cannor_superregion,forlorn_vale_region,north_ibevar_area,thanas,land,thanas,337000,flatland,grasslands,continental,elven_forebears,moon_elf,wheat,,A32,A32,360
europe,western_cannor_superregion,forlorn_vale_region,south_ibevar_area,blaiddscal,land,blaiddscal,b37240,flatland,grasslands,continental,elven_forebears,moon_elf,wheat,,A32,A32,361
europe,western_cannor_superregion,businor_region,mountainway_area,enkets_pass,land,enkets_pass,337480,flatland,grasslands,continental,regent_court,busilari,unknown,,A29,"A29,B81",362
europe,western_cannor_superregion,businor_region,mountainway_area,stonehold,land,stonehold,b376c0,flatland,grasslands,continental,regent_court,busilari,wheat,,A29,"A29,B81",363
europe,western_cannor_superregion,businor_region,busilar_area,port_jaher,land,port_jaher,b47a00,flatland,grasslands,continental,regent_court,busilari,wine,0.25,A29,A29,365
europe,western_cannor_superregion,businor_region,mountainway_area,mount_khenak,land,mount_khenak,3478ff,flatland,grasslands,continental,xhazobkult,hill_gnoll,copper,,A49,A49,364
europe,western_cannor_superregion,businor_region,khenak_area,lokkex_heights,land,lokkex_heights,b59280,flatland,grasslands,continental,xhazobkult,hill_gnoll,copper,,A49,A49,377
europe,western_cannor_superregion,businor_region,hapiande_area,lorinhap,land,lorinhap,3694c0,flatland,grasslands,continental,regent_court,busilari,unknown,,A29,A29,378
europe,western_cannor_superregion,businor_region,isle_of_tef_area,stonegaze,land,stonegaze,b696ff,flatland,grasslands,continental,regent_court,tefori,fish,0.25,A47,A47,379
europe,western_cannor_superregion,businor_region,isle_of_tef_area,eborthil,land,eborthil,369800,flatland,grasslands,continental,regent_court,tefori,wine,0.25,A47,A47,380
europe,western_cannor_superregion,east_dameshead_region,menibor_loop_area,menibor,land,menibor,d192ff,flatland,grasslands,continental,regent_court,vernman,wine,,A55,A55,569
europe,western_cannor_superregion,east_dameshead_region,heartlands_area,eastbright,land,eastbright,3834ff,flatland,grasslands,continental,regent_court,east_damerian,wheat,,A98,"A98,B89",394
europe,western_cannor_superregion,east_dameshead_region,middle_luna_area,bellacaire,land,bellacaire,d33680,flatland,grasslands,continental,regent_court,east_damerian,unknown,,Z03,Z03,587
europe,western_cannor_superregion,the_borders_region,east_bisan_area,hiltsford,land,hiltsford,d226ff,flatland,grasslands,continental,regent_court,wexonard,wheat,,A34,A34,579
europe,western_cannor_superregion,the_borders_region,west_bisan_area,aelthil,land,aelthil,8c524f,flatland,grasslands,continental,regent_court,wexonard,unknown,,A34,A34,923
europe,western_cannor_superregion,businor_region,lorbet_area,hapaine,land,hapaine,3a50c0,flatland,grasslands,continental,regent_court,busilari,wine,,A29,A29,408
europe,western_cannor_superregion,esmaria_region,low_esmar_area,pinklady,land,pinklady,522040,flatland,grasslands,continental,regent_court,esmari,wheat,,A93,A93,576
europe,western_cannor_superregion,esmaria_region,ryalanar_area,sweetcastle,land,sweetcastle,d29e00,flatland,grasslands,continental,regent_court,esmari,wheat,,A95,A95,575
europe,western_cannor_superregion,the_borders_region,hawkfields_area,birchwhite,land,birchwhite,ba52ff,flatland,grasslands,continental,regent_court,wexonard,wool,,A48,A48,409
europe,western_cannor_superregion,the_borders_region,hawkfields_area,hawkshot,land,hawkshot,3a5400,flatland,grasslands,continental,regent_court,arannese,wheat,,A48,A56,410
europe,western_cannor_superregion,the_borders_region,hawkfields_area,irmathmas,land,irmathmas,ba5640,flatland,grasslands,continental,regent_court,arannese,fish,0.25,A48,A56,411
europe,western_cannor_superregion,the_borders_region,highcliff_area,doveswall,land,doveswall,3a5880,flatland,grasslands,continental,regent_court,arannese,unknown,0.25,A56,A56,412
europe,western_cannor_superregion,the_borders_region,highcliff_area,sorncell,land,sorncell,bb5ac0,flatland,grasslands,continental,regent_court,arannese,fish,0.25,A56,A56,413
europe,western_cannor_superregion,the_borders_region,rhinmond_area,idlorn,land,idlorn,3b5cff,flatland,grasslands,continental,regent_court,arannese,wool,,A56,A56,414
europe,western_cannor_superregion,the_borders_region,rhinmond_area,lockcastle,land,lockcastle,bb5e00,flatland,grasslands,continental,regent_court,wexonard,livestock,,A48,A48,415
europe,western_cannor_superregion,the_borders_region,antir_drop_area,antirhalan,land,antirhalan,3b6040,flatland,grasslands,continental,regent_court,arannese,unknown,,A56,"A56,B85",416
europe,western_cannor_superregion,the_borders_region,rhinmond_area,tellum,land,tellum,bb6280,flatland,grasslands,continental,regent_court,arannese,unknown,,A86,A86,417
europe,western_cannor_superregion,the_borders_region,arannen_area,marllin,land,marllin,3b64c0,flatland,grasslands,continental,regent_court,arannese,wheat,,A72,A72,418
europe,western_cannor_superregion,the_borders_region,arannen_area,varlosen,land,varlosen,bb66ff,flatland,grasslands,continental,regent_court,arannese,unknown,,A72,"A72,B85",419
europe,western_cannor_superregion,the_borders_region,antir_drop_area,mugalleán,land,mugalleán,3c8c00,flatland,grasslands,continental,regent_court,arannese,unknown,,A57,"A57,B85",420
europe,western_cannor_superregion,the_borders_region,eastborders_area,wisphollow,land,wisphollow,bc6a40,flatland,grasslands,continental,,,unknown,,,,421
europe,western_cannor_superregion,the_borders_region,rhinmond_area,rhinmond,land,rhinmond,8c4a4f,flatland,grasslands,continental,regent_court,wexonard,wheat,,A48,A48,919
europe,western_cannor_superregion,the_borders_region,gisden_area,andurolm,land,andurolm,0c4c7e,flatland,grasslands,continental,regent_court,arannese,wheat,,A30,"A30,A72",920
europe,western_cannor_superregion,the_borders_region,highcliff_area,bordercliff,land,bordercliff,8c4ead,flatland,grasslands,continental,regent_court,arannese,livestock,0.25,A57,A57,921
europe,western_cannor_superregion,the_borders_region,highcliff_area,aiscestir,land,aiscestir,0c5020,flatland,grasslands,continental,regent_court,arannese,wool,0.25,A57,A57,922
europe,western_cannor_superregion,east_dameshead_region,east_damesear_area,isle_of_adrail,land,isle_of_adrail,4a38ff,flatland,grasslands,continental,regent_court,east_damerian,unknown,0.25,A85,A85,524
europe,western_cannor_superregion,alenic_frontier_region,westmoor_proper_area,rnw,land,rnw,713c7f,flatland,grasslands,continental,regent_court,moorman,wool,,A24,A24,3723
europe,western_cannor_superregion,dragon_coast_region,lonely_isle_area,lonely_isle,land,lonely_isle,976ead,flatland,grasslands,continental,,,unknown,0.25,,,1001
europe,western_cannor_superregion,alenic_frontier_region,coddorran_heights_area,storm_coast,land,storm_coast,638cff,flatland,grasslands,continental,kobold_dragon_cult,greenscale_kobold,fish,0.25,A28,A28,694
europe,western_cannor_superregion,forlorn_vale_region,whistlevale_area,crintheda,land,crintheda,ee2e00,flatland,grasslands,continental,,,livestock,,,,775
europe,western_cannor_superregion,forlorn_vale_region,whistlevale_area,escin,land,escin,ef3280,flatland,grasslands,continental,,,unknown,,,,777
europe,western_cannor_superregion,forlorn_vale_region,whistlevale_area,hushdell,land,hushdell,6f34c0,flatland,grasslands,continental,,,wheat,,,,778
europe,western_cannor_superregion,forlorn_vale_region,whistlevale_area,whistlehill,land,whistlehill,ef36ff,flatland,grasslands,continental,,,iron,,,,779
europe,western_cannor_superregion,dragon_coast_region,dragonheights_area,unusedland172,land,unusedland172,db20ac,flatland,grasslands,continental,kobold_dragon_cult,redscale_kobold,iron,,A27,A26,3362
europe,western_cannor_superregion,dragon_coast_region,dragonmaw_area,anbennar3577,land,anbennar3577,01a7a7,flatland,grasslands,continental,kobold_dragon_cult,greenscale_kobold,gems,,A27,"A26,A28",3577
europe,western_cannor_superregion,dragon_coast_region,dragonheart_area,anbennar3578,land,anbennar3578,09677f,flatland,grasslands,continental,kobold_dragon_cult,bluescale_kobold,fungi,,A27,A27,3578
europe,western_cannor_superregion,dragon_coast_region,dragonmaw_area,rnw,land,rnw,640dc6,flatland,grasslands,continental,kobold_dragon_cult,bluescale_kobold,copper,,A27,"A27,A26",3998
europe,western_cannor_superregion,dragon_coast_region,dragondepth_area,rnw,land,rnw,640dc7,flatland,grasslands,continental,kobold_dragon_cult,bluescale_kobold,iron,,A27,A27,3999
europe,,,,khenak_range,wasteland,khenak_range,329452,mountain_wasteland,woods,arctic,,,,,,,6553
europe,,,,black_frost_mountains,wasteland,black_frost_mountains,1f565e,mountain_wasteland,woods,arctic,,,,,,,6288
europe,,giants_grave_sea_region,giants_grave_sea_area,vrorensbay,sea,vrorensbay,25c8c8,ocean,,arctic,,,,,,,1286
europe,,giants_grave_sea_region,giants_grave_sea_area,gerudian_bank,sea,gerudian_bank,28fafa,ocean,,arctic,,,,,,,1289
europe,,giants_grave_sea_region,bay_of_chills_area,bay_of_chills,sea,bay_of_chills,07dcfa,ocean,,arctic,,,,,,,1256
europe,,giants_grave_sea_region,giants_grave_sea_area,frozen_pass,sea,frozen_pass,49c8c8,ocean,,arctic,,,,,,,1322
europe,,westcoast_region,bay_of_dragons_area,dragon_coast,sea,dragon_coast,2dc8c8,ocean,,arctic,,,,,,,1294
europe,,westcoast_region,westcoast_area,fogged_sea,sea,fogged_sea,0ec8fa,ocean,,arctic,,,,,,,1263
europe,,divenhal_sea_region,bay_of_wines_sea_area,bay_of_wines,sea,bay_of_wines,2bdcfa,ocean,,arctic,,,,,,,1292
europe,,divenhal_sea_region,sea_of_stone_area,busilari_straits,sea,busilari_straits,2fdcfa,ocean,,arctic,,,,,,,1296
europe,,dameshead_sea_region,dameshead_sea_area,north_dameshead,sea,north_dameshead,03dcfa,ocean,,arctic,,,,,,,1252
europe,,divenhal_sea_region,sea_of_follies_area,flooded_coast,sea,flooded_coast,36c8fa,ocean,,arctic,,,,,,,1303
europe,,,,the_frozen_north,wasteland,the_frozen_north,c8924f,mountain_wasteland,woods,arctic,,,,,,,1781
europe,,,,deepwoods,wasteland,deepwoods,48947e,mountain_wasteland,woods,arctic,,,,,,,1782
europe,,,,east_forbidden_plains,wasteland,east_forbidden_plains,489820,mountain_wasteland,woods,arctic,,,,,,,1784
europe,,,,anbennar1789,wasteland,anbennar1789,c9224f,mountain_wasteland,woods,arctic,,,,,,,1789
europe,,,,dalrfjall_mountains,wasteland,dalrfjall_mountains,3cdddd,mountain_wasteland,woods,arctic,,,,,,,2000
europe,,,,titan's_rest_mountains,wasteland,titan's_rest_mountains,5fc8c8,mountain_wasteland,woods,arctic,,,,,,,2001
europe,,,,titan's_rest_mountains,wasteland,titan's_rest_mountains,01f6f6,mountain_wasteland,woods,arctic,,,,,,,2471
europe,,,,rnw,wasteland,rnw,e0dc74,mountain_wasteland,woods,arctic,,,,,,,3508
europe,,,,trollwastes,wasteland,trollwastes,46e5e7,mountain_wasteland,woods,arctic,,,,,,,4132
europe,,,,titans_rest_mountains,wasteland,titans_rest_mountains,e1df13,mountain_wasteland,woods,arctic,,,,,,,4146
europe,,,,the_godshield,wasteland,the_godshield,e1df19,mountain_wasteland,woods,arctic,,,,,,,4155
europe,,,,ruby_mountains,wasteland,ruby_mountains,e1df1d,mountain_wasteland,woods,arctic,,,,,,,4157
europe,,,,dragonheights,wasteland,dragonheights,e0dc75,mountain_wasteland,woods,arctic,,,,,,,4160
europe,,,,havoral_divide,wasteland,havoral_divide,d0ca27,mountain_wasteland,woods,arctic,,,,,,,4161
europe,,,,khenak_range,wasteland,khenak_range,e7e016,mountain_wasteland,woods,arctic,,,,,,,4162
europe,,,,khenak_range,wasteland,khenak_range,c3cf61,mountain_wasteland,woods,arctic,,,,,,,4167
europe,,,,havoral_heights,wasteland,havoral_heights,878e4f,mountain_wasteland,woods,arctic,,,,,,,4168
europe,,,,anbennar4177,wasteland,anbennar4177,de4fef,mountain_wasteland,woods,arctic,,,,,,,4177
europe,,,,anbennar4321,wasteland,anbennar4321,79159a,mountain_wasteland,woods,arctic,,,,,,,4321
europe,,,,dragonspine,wasteland,dragonspine,9bbba9,mountain_wasteland,woods,arctic,,,,,,,6168
europe,,,,anbennar6289,lake,anbennar6289,570a08,lakes,,arctic,,,,,,,6289
europe,,,,anbennar6290,lake,anbennar6290,9a8f6e,lakes,,arctic,,,,,,,6290
europe,,,,anbennar6291,lake,anbennar6291,884002,lakes,,arctic,,,,,,,6291
europe,,,,anbennar6292,lake,anbennar6292,98be25,lakes,,arctic,,,,,,,6292
europe,,,,anbennar6293,lake,anbennar6293,b68327,lakes,,arctic,,,,,,,6293
europe,,,,anbennar6294,lake,anbennar6294,eae1d0,lakes,,arctic,,,,,,,6294
europe,,,,anbennar6295,lake,anbennar6295,866372,lakes,,arctic,,,,,,,6295
europe,,,,anbennar6296,lake,anbennar6296,fb13ae,lakes,,arctic,,,,,,,6296
europe,,,,anbennar6297,lake,anbennar6297,77c370,lakes,,arctic,,,,,,,6297
europe,,,,anbennar6298,lake,anbennar6298,f4ebcf,lakes,,arctic,,,,,,,6298
europe,,,,anbennar6299,lake,anbennar6299,ee28e0,lakes,,arctic,,,,,,,6299
europe,,,,anbennar6338,lake,anbennar6338,0b6df4,lakes,,arctic,,,,,,,6338
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,hehadepar_area,khirastwa,land,khirastwa,42447e,flatland,grasslands,continental,,,unknown,,,,1742
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,dewkeanebl_area,adgertah,land,adgertah,347820,flatland,grasslands,continental,,,unknown,,,,1198
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,dewkeanebl_area,kheilhirn,land,kheilhirn,b376ad,flatland,grasslands,continental,,,unknown,,,,1197
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,dewkeanebl_area,qelnebl,land,qelnebl,33747e,flatland,grasslands,continental,,,unknown,,,,1196
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,zemshogen_area,duwdal,land,duwdal,30ac20,flatland,grasslands,continental,,,unknown,,,,1174
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,zemshogen_area,julkhesh,land,julkhesh,b04a4f,flatland,grasslands,continental,,,unknown,,,,1175
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,kewdhemr_area,erwekan,land,erwekan,b14ead,flatland,grasslands,continental,,,unknown,,,,1177
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,zemshogen_area,bekhet,land,bekhet,315020,flatland,grasslands,continental,,,unknown,,,,1178
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,kewdhemr_area,tuwrchos,land,tuwrchos,b1524f,flatland,grasslands,continental,,,unknown,,,,1179
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,zemshogen_area,taraken,land,taraken,b156ad,flatland,grasslands,continental,,,unknown,,,,1181
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,zemshogen_area,qemarkan,land,qemarkan,b15a4f,flatland,grasslands,continental,,,unknown,,,,1183
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,kewdhemr_area,mardhgah,land,mardhgah,325c7e,flatland,grasslands,continental,,,unknown,,,,1184
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,kewdhemr_area,khedaram,land,khedaram,b25ead,flatland,grasslands,continental,,,unknown,,,,1185
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,whetjul_area,ateshjul,land,ateshjul,c34a4f,flatland,grasslands,continental,,,unknown,,,,1745
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,hehadepar_area,kesthderin,land,kesthderin,c34ead,flatland,grasslands,continental,,,unknown,,,,1747
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,arrzreth_area,kadrberl,land,kadrberl,435020,flatland,grasslands,continental,,,unknown,,,,1748
north_america,broken_lands_superregion,forest_of_the_cursed_ones_region,arrzreth_area,shwarnadh,land,shwarnadh,43547e,flatland,grasslands,continental,,,unknown,,,,1750
north_america,broken_lands_superregion,broken_isles_region,ledtocin_area,veskhrelab,land,veskhrelab,6a00ec,flatland,grasslands,continental,,,unknown,0.25,,,1989
north_america,broken_lands_superregion,broken_isles_region,ledtocin_area,hrelabzan,land,hrelabzan,c67a4f,flatland,grasslands,continental,,,unknown,0.25,,,1769
north_america,broken_lands_superregion,broken_isles_region,zamrobst_area,arsergozhar,land,arsergozhar,c45a4f,flatland,grasslands,continental,,,unknown,0.25,,,1753
north_america,broken_lands_superregion,broken_isles_region,ledtocin_area,aerin,land,aerin,467c7e,flatland,grasslands,continental,,,unknown,0.25,,,1770
north_america,broken_lands_superregion,broken_isles_region,ledtocin_area,torriailean,land,torriailean,a0a058,flatland,grasslands,continental,,,unknown,0.25,,,2798
