capital_continent,capital_superregion,tag,name,capital,court_language,culture_definition,religion_definition,accepted_cultures,tolerated_cultures,templates,color
north_america,ynn_superregion,H57,New Havoral,idsetdain,new_havoric_dialect,new_havoric,regent_court,,,,"(64, 111, 169)"
north_america,ynn_superregion,H58,Chipped Tooth Company,eotusokhna,half_orc_dialect,half_orc,corinite,,,,"(209, 197, 154)"
north_america,ynn_superregion,H59,Chippengard,eotusokhna,chippengarder_half_orc_dialect,chippengarder_half_orc,corinite,,,,"(209, 197, 154)"
north_america,ynn_superregion,H60,Plumwall Expedition,cathfei,east_damerian_dialect,east_damerian,regent_court,,,,"(150, 100, 200)"
north_america,ynn_superregion,H61,Plumstead,cathfei,steadsman_dialect,steadsman,regent_court,,,,"(150, 100, 200)"
south_america,effelai_superregion,H62,Brigade Magnificent,uuamaine,arbarani_dialect,arbarani,corinite,,,,"(16, 138, 144)"
south_america,effelai_superregion,H63,Nur Dhanaenn,uuamaine,arbarani_dialect,arbarani,corinite,,,,"(16, 138, 144)"
north_america,ynn_superregion,H64,Bardswood Band,wunnenauvu,arannese_dialect,arannese,regent_court,,,,"(138, 36, 118)"
north_america,ynn_superregion,H65,Tellumtir,wunnenauvu,dustman_dialect,dustman,regent_court,,,,"(138, 36, 118)"
south_america,effelai_superregion,H66,Jaherian Exemplars,tskebor,sun_elf_dialect,sun_elf,bulwari_sun_cult,,,,"(207, 177, 52)"
south_america,effelai_superregion,H67,Rezankand,kiaooron,dawn_elf_dialect,dawn_elf,bulwari_sun_cult,,,,"(207, 140, 52)"
serpentspine,west_serpentspine_superregion,H68,Ruby Company,robbers_hideaway,ruby_dwarf_dialect,ruby_dwarf,ancestor_worship,,,,"(175, 52, 52)"
serpentspine,west_serpentspine_superregion,H69,Forgemaster Union,lonely_crevice,silver_dwarf_dialect,silver_dwarf,regent_court,,,,"(100, 130, 210)"
serpentspine,west_serpentspine_superregion,H70,Company of Duran Blueshield,dagrinrod_9,silver_dwarf_dialect,silver_dwarf,ancestor_worship,,,,"(40, 200, 225)"
serpentspine,west_serpentspine_superregion,H71,Blackbeard Cartel,argrod_15,silver_dwarf_dialect,silver_dwarf,ancestor_worship,,,,"(115, 115, 115)"
serpentspine,west_serpentspine_superregion,H72,Shattered Crown,amldihr,highhold_orc_dialect,highhold_orc,old_dookan,,,,"(100, 153, 24)"
serpentspine,west_serpentspine_superregion,H73,Skewered Drake,gor_vazumbrog,drakeclaw_orc_dialect,drakeclaw_orc,old_dookan,,,,"(178, 135, 46)"
serpentspine,east_serpentspine_superregion,H74,Chaingrasper,ovdal-az-an,undergrowth_goblin_dialect,undergrowth_goblin,goblinic_shamanism,,,,"(0, 105, 62)"
serpentspine,west_serpentspine_superregion,H75,Railskulker,er-natvir,rustroad_goblin_dialect,rustroad_goblin,goblinic_shamanism,,,,"(13, 53, 46)"
serpentspine,west_serpentspine_superregion,H76,Arg-Ordstun,arg-ordstun,diamond_dwarf_dialect,diamond_dwarf,ancestor_worship,,,,"(200, 200, 200)"
serpentspine,west_serpentspine_superregion,H77,Ovdal Lodhum,ovdal_lodhum,garnet_dwarf_dialect,garnet_dwarf,ancestor_worship,,,,"(247, 179, 215)"
serpentspine,west_serpentspine_superregion,H78,Seghdihr,seghdihr,citrine_dwarf_dialect,citrine_dwarf,ancestor_worship,,,,"(36, 96, 143)"
serpentspine,east_serpentspine_superregion,H79,Ovdal Kanzad,ovdal_kanzad,amber_dwarf_dialect,amber_dwarf,ancestor_worship,,,,"(176, 146, 37)"
serpentspine,west_serpentspine_superregion,H80,Siegebreaker,gurrukur,manhunter_orc_dialect,manhunter_orc,great_dookan,,,,"(161, 210, 141)"
serpentspine,west_serpentspine_superregion,H81,Masked Butcher,bloodied_altar,blooded_orc_dialect,blooded_orc,old_dookan,,,,"(51, 3, 14)"
serpentspine,west_serpentspine_superregion,H82,Greedy Grin,old_coinvault,goldtooth_goblin_dialect,goldtooth_goblin,goblinic_shamanism,,,,"(148, 234, 227)"
serpentspine,west_serpentspine_superregion,H83,Shadowdreamer,misty_cave,drakeclaw_orc_dialect,drakeclaw_orc,old_dookan,,,,"(147, 133, 140)"
serpentspine,west_serpentspine_superregion,H84,Mountainshark,valourmount,rustroad_goblin_dialect,rustroad_goblin,goblinic_shamanism,,,,"(62, 25, 41)"
serpentspine,west_serpentspine_superregion,H85,Truedagger,broken_dagger_pass,rustroad_goblin_dialect,rustroad_goblin,goblinic_shamanism,,,,"(233, 233, 255)"
serpentspine,west_serpentspine_superregion,H86,Wretched Skull,skullgrave_hall,skull_orc_dialect,skull_orc,old_dookan,,,,"(239, 220, 171)"
serpentspine,west_serpentspine_superregion,H87,Thieving Arrow,arrowden,straggler_goblin_dialect,straggler_goblin,goblinic_shamanism,,,,"(175, 129, 123)"
serpentspine,east_serpentspine_superregion,H88,Ambersniffer,ambermine,undergrowth_goblin_dialect,undergrowth_goblin,goblinic_shamanism,,,,"(237, 148, 65)"
serpentspine,west_serpentspine_superregion,H89,Snotfinger,snotslair,cave_goblin_dialect,cave_goblin,goblinic_shamanism,,,,"(250, 207, 185)"
serpentspine,west_serpentspine_superregion,H90,Spiderwretch,weballey,crawler_goblin_dialect,crawler_goblin,goblinic_shamanism,,,,"(41, 40, 105)"
serpentspine,west_serpentspine_superregion,H91,Roadwarrior,dwarovrod_23,black_orc_dialect,black_orc,old_dookan,,,,"(13, 210, 70)"
serpentspine,east_serpentspine_superregion,H92,Poisoned Rock,greenpit,undergrowth_goblin_dialect,undergrowth_goblin,goblinic_shamanism,,,,"(214, 192, 155)"
serpentspine,east_serpentspine_superregion,H93,Dirtwater,dirtdepths,undergrowth_goblin_dialect,undergrowth_goblin,goblinic_shamanism,,,,"(68, 78, 62)"
serpentspine,west_serpentspine_superregion,H94,Obsidian Legions,amldihr,obsidian_dwarf_dialect,obsidian_dwarf,runefather_worship,,,,"(8, 14, 42)"
serpentspine,west_serpentspine_superregion,H95,Began's Expedition,shazstundihr,copper_dwarf_dialect,copper_dwarf,ancestor_worship,,,,"(220, 217, 236)"
serpentspine,west_serpentspine_superregion,H96,Mithril-Arm Cartel,dur-vazhatun,silver_dwarf_dialect,silver_dwarf,ancestor_worship,,,,"(150, 177, 240)"
serpentspine,west_serpentspine_superregion,H97,Company of the Grudgebearers,hehodovar,ruby_dwarf_dialect,ruby_dwarf,ancestor_worship,,,,"(66, 66, 66)"
serpentspine,east_serpentspine_superregion,H98,Axebellow Cartel,dwarovrod_55,amethyst_dwarf_dialect,amethyst_dwarf,ancestor_worship,,,,"(60, 11, 22)"
north_america,eordand_superregion,H99,Feyslicer,lilebogg,common_goblin_dialect,common_goblin,goblinic_shamanism,,,,"(178, 34, 34)"
,,I00,Soyzkaru,,forest_goblin_dialect,forest_goblin,goblinic_shamanism,,,,"(13, 3, 5)"
serpentspine,west_serpentspine_superregion,I01,Amldihr,amldihr,kronium_dwarf_dialect,kronium_dwarf,ancestor_worship,,,,"(60, 40, 80)"
serpentspine,west_serpentspine_superregion,I02,Krakdhumvror,krakdhumvror,quartz_dwarf_dialect,quartz_dwarf,ancestor_worship,,,,"(148, 201, 230)"
serpentspine,west_serpentspine_superregion,I03,Dur-Vazhatun,dur-vazhatun,sapphire_dwarf_dialect,sapphire_dwarf,ancestor_worship,,,,"(0, 25, 119)"
serpentspine,west_serpentspine_superregion,I04,Orlazam-az-dihr,orlazam-az-dihr,ramsteel_dwarf_dialect,ramsteel_dwarf,ancestor_worship,,,,"(74, 111, 121)"
serpentspine,west_serpentspine_superregion,I05,Mithradhum,mithradhum,mithril_dwarf_dialect,mithril_dwarf,ancestor_worship,,,,"(81, 231, 213)"
serpentspine,west_serpentspine_superregion,I06,Er-Natvir,er-natvir,dagrite_dwarf_dialect,dagrite_dwarf,ancestor_worship,,,,"(147, 191, 155)"
serpentspine,west_serpentspine_superregion,I07,Khugdihr,khugdihr,agate_dwarf_dialect,agate_dwarf,ancestor_worship,,,,"(149, 131, 101)"
serpentspine,west_serpentspine_superregion,I08,Haraz Orldhum,haraz_orldhum,platinum_dwarf_dialect,platinum_dwarf,ancestor_worship,,,,"(74, 80, 97)"
serpentspine,west_serpentspine_superregion,I09,Verkal Kozenad,verkal_kozenad,opal_dwarf_dialect,opal_dwarf,ancestor_worship,,,,"(255, 228, 216)"
serpentspine,west_serpentspine_superregion,I10,Hul-Jorkad,hul-jorkad,lead_dwarf_dialect,lead_dwarf,ancestor_worship,,,,"(160, 114, 158)"
serpentspine,west_serpentspine_superregion,I11,Shazstundihr,shazstundihr,marble_dwarf_dialect,marble_dwarf,ancestor_worship,,,,"(241, 242, 227)"
serpentspine,west_serpentspine_superregion,I12,Orlghelovar,orlghelovar,cobalt_dwarf_dialect,cobalt_dwarf,ancestor_worship,,,,"(0, 71, 171)"
serpentspine,west_serpentspine_superregion,I13,Verkal Skomdihr,verkal_skomdihr,flint_dwarf_dialect,flint_dwarf,ancestor_worship,,,,"(55, 144, 90)"
serpentspine,west_serpentspine_superregion,I14,Gor Vazumbrog,gor_vazumbrog,titanium_dwarf_dialect,titanium_dwarf,ancestor_worship,,,,"(223, 187, 144)"
serpentspine,west_serpentspine_superregion,I15,Hehodovar,hehodovar,pyrite_dwarf_dialect,pyrite_dwarf,ancestor_worship,,,,"(15, 82, 186)"
serpentspine,west_serpentspine_superregion,I16,Gor Burad,gor_burad,basalt_dwarf_dialect,basalt_dwarf,ancestor_worship,,,,"(240, 72, 72)"
serpentspine,west_serpentspine_superregion,I17,Gor Ozumbrog,gor_ozumbrog,topaz_dwarf_dialect,topaz_dwarf,ancestor_worship,,,,"(93, 161, 154)"
serpentspine,east_serpentspine_superregion,I18,Grozumdihr,grozumdihr,peridot_dwarf_dialect,peridot_dwarf,ancestor_worship,,,,"(135, 225, 135)"
serpentspine,east_serpentspine_superregion,I19,Ovdal-az-An,ovdal-az-an,granite_dwarf_dialect,granite_dwarf,dwarven_pantheon,,,,"(114, 202, 227)"
serpentspine,east_serpentspine_superregion,I20,Hul-az-Krakazol,hul-az-krakazol,amethyst_dwarf_dialect,amethyst_dwarf,ancestor_worship,,,,"(153, 108, 204)"
serpentspine,east_serpentspine_superregion,I21,Tuwad-Dhumankon,tuwad-dhumankon,emerald_dwarf_dialect,emerald_dwarf,ancestor_worship,,,,"(27, 253, 102)"
serpentspine,east_serpentspine_superregion,I22,Gronstunad,gronstunad,jade_dwarf_dialect,jade_dwarf,ancestor_worship,,,,"(0, 168, 107)"
serpentspine,west_serpentspine_superregion,I23,Haraz Dhumankon,amldihr,obsidian_dwarf_dialect,obsidian_dwarf,runefather_worship,,,,"(56, 43, 70)"
serpentspine,west_serpentspine_superregion,I24,Aul Dwarov,amldihr,jade_dwarf_dialect,jade_dwarf,ancestor_worship,,,,"(33, 64, 96)"
serpentspine,east_serpentspine_superregion,I25,Verkal Dromak,verkal_dromak,malachite_dwarf_dialect,malachite_dwarf,ancestor_worship,,,,"(0, 125, 65)"
europe,deepwoods_superregion,I26,Salla Elyn,elynaile,wood_elf_dialect,wood_elf,fey_court,,,,"(58, 136, 239)"
europe,deepwoods_superregion,I27,Salla Myna,ciranmyna,wood_elf_dialect,wood_elf,fey_court,,,,"(203, 69, 165)"
europe,deepwoods_superregion,I28,Salla Drennen,drennethille,wood_elf_dialect,wood_elf,fey_court,,,,"(100, 195, 113)"
europe,deepwoods_superregion,I29,Salla Cenag,hofonn,wood_elf_dialect,wood_elf,fey_court,,,,"(255, 252, 222)"
europe,deepwoods_superregion,I30,Salla Fealgarn,taraile,wood_elf_dialect,wood_elf,fey_court,,,,"(206, 141, 47)"
europe,deepwoods_superregion,I31,Salla Scotha,emmylscotha,wood_elf_dialect,wood_elf,fey_court,,,,"(238, 53, 123)"
europe,deepwoods_superregion,I32,Salla Ahain,imyhain,wood_elf_dialect,wood_elf,fey_court,,,,"(43, 56, 144)"
europe,deepwoods_superregion,I33,Salla Ayeth,ayethstir,wood_elf_dialect,wood_elf,fey_court,,,,"(159, 158, 159)"
europe,deepwoods_superregion,I34,Salla Ghul,tronnghul,wood_elf_dialect,wood_elf,fey_court,,,,"(102, 45, 145)"
europe,deepwoods_superregion,I35,Brambleskinner,sawelahain,forest_goblin_dialect,forest_goblin,goblinic_shamanism,,,,"(196, 162, 186)"
europe,deepwoods_superregion,I36,Spiked Log,drayodens,forest_goblin_dialect,forest_goblin,goblinic_shamanism,,,,"(106, 86, 34)"
europe,deepwoods_superregion,I37,Verminhusk,anbennar7019,forest_goblin_dialect,forest_goblin,pactseeker,,,,"(206, 115, 3)"
europe,deepwoods_superregion,I38,Beasteater,cirantyrnn,green_orc_dialect,green_orc,great_dookan,,,,"(240, 248, 95)"
europe,deepwoods_superregion,I39,Blightseed,syryuniad,green_orc_dialect,green_orc,great_dookan,,,,"(76, 242, 66)"
europe,deepwoods_superregion,I40,Cursed Howl,emmylscotha,green_orc_dialect,green_orc,great_dookan,,,,"(167, 178, 12)"
europe,deepwoods_superregion,I41,Sapchopper,freyhmyfel,green_orc_dialect,green_orc,great_dookan,,,,"(192, 219, 80)"
europe,deepwoods_superregion,I42,Blackmoon,ciranfarch,green_orc_dialect,green_orc,great_dookan,,,,"(151, 108, 14)"
europe,deepwoods_superregion,I43,Silentblade,tronnghul,green_orc_dialect,green_orc,great_dookan,,,,"(11, 26, 4)"
europe,deepwoods_superregion,I44,Silvertusk,yfelorr,green_orc_dialect,green_orc,great_dookan,,,,"(129, 69, 4)"
europe,deepwoods_superregion,I45,Cyranvar,taraile,wood_elf_dialect,wood_elf,fey_court,,,,"(10, 95, 13)"
europe,escann_superregion,I46,Tugund-Darakh,oldhaven,emerald_orc_dialect,emerald_orc,ashentree_pact,,,,"(80, 220, 100)"
asia,forbidden_lands_superregion,I47,Northern Wind,airghuder,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(241, 33, 156)"
asia,forbidden_lands_superregion,I48,Silent Quake,unusedland82,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(20, 20, 20)"
asia,forbidden_lands_superregion,I49,Thunderborn,risdhbaith,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(52, 44, 104)"
asia,forbidden_lands_superregion,I50,Ruin Bringer,aporllann,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(50, 110, 10)"
asia,forbidden_lands_superregion,I51,Battlesong,taizamh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(46, 119, 160)"
asia,forbidden_lands_superregion,I52,Winged Blade,lorghbomar,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(32, 192, 14)"
asia,forbidden_lands_superregion,I53,White Shadow,agelorgh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(213, 229, 174)"
asia,forbidden_lands_superregion,I54,Moon Tracker,agelairgh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(89, 254, 173)"
asia,forbidden_lands_superregion,I55,Black Herd,gublioll,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(186, 3, 232)"
asia,forbidden_lands_superregion,I56,Lightning Wielder,lumshing,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(100, 105, 232)"
asia,forbidden_lands_superregion,I57,Golden Tremor,itorbar,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(251, 168, 9)"
asia,forbidden_lands_superregion,I58,Warsight,tintraghbar,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(35, 253, 153)"
asia,forbidden_lands_superregion,I59,Glorious Charge,ronnyuul,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(101, 114, 25)"
asia,forbidden_lands_superregion,I60,Skyblot,lobazhbar,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(10, 210, 225)"
asia,forbidden_lands_superregion,I61,Serpent Shadow,filuschot,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(58, 101, 87)"
asia,forbidden_lands_superregion,I62,Lakefoe,lamhyuul,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(52, 137, 68)"
asia,forbidden_lands_superregion,I63,Thousand Voices,unusedland79,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(9, 20, 242)"
asia,forbidden_lands_superregion,I64,Blazing Sky,jaaloggub,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(91, 203, 150)"
asia,forbidden_lands_superregion,I65,Burning Hooves,ghaneirdu,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(244, 151, 82)"
asia,forbidden_lands_superregion,I66,Cloudbane,remollgeibar,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(252, 99, 79)"
asia,forbidden_lands_superregion,I67,Endless Arrows,caigaesbh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(81, 35, 152)"
asia,forbidden_lands_superregion,I68,Quiet Hoof,domnobu,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(92, 86, 214)"
asia,forbidden_lands_superregion,I69,Star Rider,adoiatabh,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(133, 40, 162)"
asia,forbidden_lands_superregion,I70,Crashing Wave,tonhmochd,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(241, 233, 250)"
asia,forbidden_lands_superregion,I71,Hundred Hooves,iinacust,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(24, 249, 75)"
asia,forbidden_lands_superregion,I72,City Razer,tririmain,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(147, 165, 172)"
asia,forbidden_lands_superregion,I73,Nightmare,takruameas,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(228, 221, 80)"
asia,forbidden_lands_superregion,I74,Bloodbringer,godairuul,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(236, 129, 238)"
asia,forbidden_lands_superregion,I75,Great Rally,joilabaith,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(246, 217, 36)"
asia,forbidden_lands_superregion,I76,Silence Breaker,truhdu,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(225, 36, 156)"
asia,forbidden_lands_superregion,I77,Mensbane,traghnaera,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(132, 93, 10)"
asia,forbidden_lands_superregion,I78,Wild Hunt,ulteruim,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(105, 20, 30)"
asia,forbidden_lands_superregion,I79,Silvermane,filustrith,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(244, 83, 184)"
asia,forbidden_lands_superregion,I80,Great Storm,stargaenan,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(68, 240, 150)"
asia,forbidden_lands_superregion,I81,Green Flame,ructrol,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(210, 133, 104)"
asia,forbidden_lands_superregion,I82,Red Stallion,naglainaer,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(179, 22, 102)"
asia,forbidden_lands_superregion,I83,Sunrider,garhunnu,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(51, 199, 195)"
asia,forbidden_lands_superregion,I84,Doomhorde,goshezamh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(161, 210, 208)"
asia,forbidden_lands_superregion,I85,Stormsinger,rasoirnaer,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(152, 89, 210)"
asia,forbidden_lands_superregion,I86,Blackcharge,moranvaer,inaer_centaur_dialect,inaer_centaur,irdaeos_worship,,,,"(211, 238, 75)"
asia,forbidden_lands_superregion,I87,Great Hoof,namghaived,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(156, 204, 32)"
asia,forbidden_lands_superregion,I88,Blood Spear,taegaersh,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(220, 210, 40)"
,,I89,Khuraen Ulaeg,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(100, 15, 15)"
asia,forbidden_lands_superregion,I90,Maghargma,maghargma,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(196, 180, 132)"
,,I91,Burning Spear,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(207, 169, 55)"
,,I92,Verdant Bliss,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(110, 150, 64)"
,,I93,Tiger Bane,,plain_centaur_dialect,plain_centaur,irdaeos_worship,,,,"(150, 100, 100)"
,,I94,Desert Mane,,ghanzamh_centaur_dialect,ghanzamh_centaur,irdaeos_worship,,,,"(250, 100, 100)"
,,I95,Raging Blizzard,,sochar_centaur_dialect,sochar_centaur,irdaeos_worship,,,,"(45, 115, 215)"
,,I96,Rosen Rider,,anuar_centaur_dialect,anuar_centaur,irdaeos_worship,,,,"(185, 5, 5)"
,,I97,Vine Tearer,,abalg_centaur_dialect,abalg_centaur,irdaeos_worship,,,,"(50, 90, 50)"
,,I98,Ves Udzenklan,,cave_goblin_dialect,cave_goblin,goblinic_shamanism,,,,"(34, 216, 0)"
,,I99,Nizhn Korvesto,,undergrowth_goblin_dialect,undergrowth_goblin,goblinic_shamanism,,,,"(255, 179, 230)"
asia,forbidden_lands_superregion,J01,Kovtalzar,kovtalzar,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(241, 33, 156)"
asia,forbidden_lands_superregion,J02,Zurkanrek,zurkanrek,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(112, 237, 125)"
asia,forbidden_lands_superregion,J03,Yarumudh,yarumudh,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(188, 179, 154)"
asia,forbidden_lands_superregion,J04,Khirntozgon,khirntozgon,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(120, 242, 172)"
asia,forbidden_lands_superregion,J05,Haraigizenhi Bulrek,haraigizenhi_bulrek,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(20, 84, 187)"
asia,forbidden_lands_superregion,J06,Khugatseig,khugatseig,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(172, 234, 14)"
asia,forbidden_lands_superregion,J07,Tzidoilhol,tzidoilhol,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(9, 146, 168)"
asia,forbidden_lands_superregion,J08,Kozuurigur,kozuurigur,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(180, 62, 138)"
asia,forbidden_lands_superregion,J09,Lankuuhsta,lankuuhsta,metsamic_dialect,metsamic,enuuk_followers,,,,"(255, 205, 181)"
asia,forbidden_lands_superregion,J10,Vahjevgiiv,vahjevgiiv,metsamic_dialect,metsamic,yukel_followers,,,,"(37, 128, 21)"
asia,forbidden_lands_superregion,J11,Bazur Qarshtuluu,bazur_qarshtuluu,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(128, 211, 125)"
asia,forbidden_lands_superregion,J12,Zurka Qarshtuluu,zurka_qarshtuluu,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(185, 34, 183)"
asia,forbidden_lands_superregion,J13,Negechimudh,negechimudh,khamgunai_dialect,khamgunai,yukel_followers,,,,"(65, 187, 188)"
asia,forbidden_lands_superregion,J14,Orilgbulrek,orilgbulrek,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(152, 21, 30)"
asia,forbidden_lands_superregion,J15,Yizuqkeyil,yizuqkeyil,zabatlari_dialect,zabatlari,yukel_followers,,,,"(68, 47, 243)"
asia,forbidden_lands_superregion,J16,Tolgusrek,tolgusrek,khamgunai_dialect,khamgunai,yukel_followers,,,,"(206, 243, 248)"
asia,forbidden_lands_superregion,J17,Mizaqtoch,mizaqtoch,zabatlari_dialect,zabatlari,yukel_followers,,,,"(220, 95, 252)"
asia,forbidden_lands_superregion,J18,Narkel,narkel,zabatlari_dialect,zabatlari,yukel_followers,,,,"(75, 193, 184)"
asia,forbidden_lands_superregion,J19,Jungyukaroy,jungyukaroy,zabatlari_dialect,zabatlari,yukel_followers,,,,"(153, 68, 89)"
asia,forbidden_lands_superregion,J20,Bozkuqayla,bozkuqayla,zabatlari_dialect,zabatlari,yukel_followers,,,,"(124, 112, 25)"
asia,forbidden_lands_superregion,J21,Marekiiv,marekiiv,metsamic_dialect,metsamic,kodave_followers,,,,"(110, 204, 220)"
asia,forbidden_lands_superregion,J22,Tayerigliq,tayerigliq,zabatlari_dialect,zabatlari,yukel_followers,,,,"(218, 154, 24)"
asia,forbidden_lands_superregion,J23,Yikashlay,yikashlay,zabatlari_dialect,zabatlari,yukel_followers,,,,"(228, 86, 196)"
asia,forbidden_lands_superregion,J24,Zabyos'tlar,zabyostlar,zabatlari_dialect,zabatlari,yukel_followers,,,,"(152, 113, 26)"
asia,forbidden_lands_superregion,J25,Buruvaqoyla,buruvaqoyla,zabatlari_dialect,zabatlari,kodave_followers,,,,"(23, 87, 84)"
asia,forbidden_lands_superregion,J26,Raattakod,raattakod,metsamic_dialect,metsamic,kodave_followers,,,,"(92, 59, 34)"
asia,forbidden_lands_superregion,J27,Sinesadma,sinesadma,metsamic_dialect,metsamic,kodave_followers,,,,"(116, 198, 181)"
asia,forbidden_lands_superregion,J28,Valralahdi,valralahdi,metsamic_dialect,metsamic,kodave_followers,,,,"(51, 162, 97)"
asia,forbidden_lands_superregion,J29,Vantnhasadma,vantnhasadma,metsamic_dialect,metsamic,kodave_followers,,,,"(28, 204, 102)"
asia,forbidden_lands_superregion,J30,Lankina,lankina,metsamic_dialect,metsamic,kodave_followers,,,,"(123, 53, 232)"
asia,forbidden_lands_superregion,J31,Akuutengen,akuutengen,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(252, 50, 84)"
serpentspine,west_serpentspine_superregion,J32,Mire Maw,porgirs_valley,mossmouth_ogre_dialect,mossmouth_ogre,feast_of_the_gods,,,,"(78, 173, 71)"
,,J33,Kalsyto,,metsamic_dialect,metsamic,kodave_followers,,,,"(20, 50, 210)"
asia,forbidden_lands_superregion,J34,Qarshtuluu,bazur_qarshtuluu,khamgunai_dialect,khamgunai,enuuk_followers,,,,"(128, 211, 125)"
asia,forbidden_lands_superregion,J35,Iltklerd,morzghaus,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(99, 70, 38)"
asia,forbidden_lands_superregion,J36,Kvakolba,krotavakein,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(100, 100, 100)"
asia,forbidden_lands_superregion,J37,Olkhajukh,olkhalebur,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(66, 80, 119)"
asia,forbidden_lands_superregion,J38,Remlygenjrot,veghilmogh,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(169, 120, 120)"
asia,forbidden_lands_superregion,J39,Achtejardon,onathalkir,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(56, 0, 0)"
asia,forbidden_lands_superregion,J40,Garsvulshim,upralbazur,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(35, 46, 71)"
asia,forbidden_lands_superregion,J41,Bronzegut,rijansvi,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(167, 104, 35)"
asia,forbidden_lands_superregion,J42,Grey Fist,sriptetsvel,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(152, 152, 152)"
asia,forbidden_lands_superregion,J43,Ironclaw,klachartan,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(104, 76, 78)"
asia,forbidden_lands_superregion,J44,Skull Gnasher,zaleinrot,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(211, 211, 211)"
asia,forbidden_lands_superregion,J45,Trunk Basher,aglurnhgur,fathide_ogre_dialect,fathide_ogre,feast_of_the_gods,,,,"(54, 28, 0)"
