tag_continent,tag_superregion,tag,character_tag,first_name,nickname,culture,religion,adm,dip,mil,birth_date,death_date,birth_place,ruler_traits,dynasty,female,ruler_term_start,ruler_term_end,regnal_number
asia,forbidden_lands_superregion,I51,I51_kher,kher,,plain_centaur,irdaeos_worship,48,32,80,1403.8.13,,taizamh,,ironwatch,,1427.8.13,,
asia,forbidden_lands_superregion,I54,I54_aelled,aelled,,plain_centaur,irdaeos_worship,32,80,64,1379.6.20,,agelairgh,,skywatcher,,1425.2.3,,
asia,forbidden_lands_superregion,I57,I57_rhidrin,rhidrin,,plain_centaur,irdaeos_worship,80,48,64,1401.06.01,1483.05.13,itorbar,,goldencall,,1427.04.21,1483.05.13,
asia,forbidden_lands_superregion,I62,I62_rhadruth,rhadruth,,plain_centaur,irdaeos_worship,16,16,0,1388.01.01,,lamhyuul,,taeganyuulbane,,1444.01.01,,
asia,forbidden_lands_superregion,I66,I66_dash'rit,dash'rit,,plain_centaur,irdaeos_worship,64,32,96,1412.11.28,,remollgeibar,,thundermane,,1437.2.27,,
asia,forbidden_lands_superregion,I67,I67_zailli,zailli,,plain_centaur,irdaeos_worship,64,16,96,1416.04.05,,caigaesbh,,thundercall,,1444.01.01,,
asia,forbidden_lands_superregion,I68,I68_gezrilk,gezrilk,,plain_centaur,irdaeos_worship,48,16,80,1417.06.01,1469.02.11,domnobu,,hollowstrength,,1439.06.30,1469.02.11,
asia,forbidden_lands_superregion,I69,I69_mainde,mainde,,ghanzamh_centaur,irdaeos_worship,80,32,48,1412.12.31,,adoiatabh,,bouldershield,,1429.1.4,,
asia,forbidden_lands_superregion,I70,I70_am'zird,am'zird,,ghanzamh_centaur,irdaeos_worship,32,80,64,1397.06.01,1462.05.13,tonhmochd,,fogstrength,,1427.04.21,1462.05.13,
asia,forbidden_lands_superregion,I76,I76_aelled,aelled,,plain_centaur,irdaeos_worship,48,80,32,1406.03.12,,truhdu,,springherald,,1426.01.26,,
asia,forbidden_lands_superregion,I78,I78_khaimalk_3,khaimalk,,plain_centaur,irdaeos_worship,16,16,0,1428.11.11,,ulteruim,,roaringstorm,,1443.11.11,,3.0
asia,forbidden_lands_superregion,I81,I81_aziyr,aziyr,,ghanzamh_centaur,irdaeos_worship,48,80,96,1422.03.14,,ructrol,,smolderblaze,,1444.01.01,,
asia,forbidden_lands_superregion,I84,I84_vranulk,vranulk,,plain_centaur,irdaeos_worship,16,0,32,1398.4.17,,goshezamh,,dreadhoof,,1441.8.13,,
asia,forbidden_lands_superregion,I85,I85_ten'zeko,ten'zeko,,inaer_centaur,irdaeos_worship,64,96,32,1386.2.20,,rasoirnaer,,stormspark,,1403.6.14,,
asia,forbidden_lands_superregion,I86,I86_kher,kher,,inaer_centaur,irdaeos_worship,48,80,16,1385.9.22,,moranvaer,,dawnspeaker,,1440.6.21,,
asia,forbidden_lands_superregion,I88,I88_ordzrilk,ordzrilk,,plain_centaur,irdaeos_worship,48,32,48,1412.06.01,,taegaersh,,ichorfall,,1425.02.11,,
asia,forbidden_lands_superregion,I90,I90_ziltagh,ziltagh,,fathide_ogre,feast_of_the_gods,80,48,96,1410.9.17,,maghargma,,gravelhide,,1438.1.1,,
asia,forbidden_lands_superregion,J01,J01_iltan,iltan,,khamgunai,enuuk_followers,80,32,32,1401.5.30,,kovtalzar,,boldiin,,1443.10.4,,
asia,forbidden_lands_superregion,J02,J02_atu,atu,,khamgunai,enuuk_followers,48,96,32,1396.10.4,,zurkanrek,,altbaarin,,1439.4.15,,
asia,forbidden_lands_superregion,J03,J03_bayar,bayar,,khamgunai,enuuk_followers,64,64,16,1406.4.10,,yarumudh,,yamgiin,,1442.9.5,,
asia,forbidden_lands_superregion,J04,J04_ganzerig,ganzerig,,khamgunai,enuuk_followers,64,64,32,1400.12.19,,khirntozgon,,jilin,,1442.1.28,,
asia,forbidden_lands_superregion,J05,J05_timar,timar,'haraigh_khoidarg',khamgunai,enuuk_followers,48,80,0,1383.12.29,,haraigizenhi_bulrek,,batiin,,1440.12.19,,
asia,forbidden_lands_superregion,J06,J06_hahra,hahra,enkh,khamgunai,enuuk_followers,48,64,16,1403.8.21,,khugatseig,,sambuug,yes,1444.9.12,,
asia,forbidden_lands_superregion,J07,J07_ankhbayar,ankhbayar,,khamgunai,enuuk_followers,16,48,48,1393.6.22,,tzidoilhol,,namjilin,,1442.8.9,,
asia,forbidden_lands_superregion,J08,J08_zoregh,zoregh,,khamgunai,enuuk_followers,48,32,32,1408.1.14,,kozuurigur,,yumjaag,,1443.2.24,,
asia,forbidden_lands_superregion,J09,J09_elkot,elkot,,metsamic,enuuk_followers,32,48,48,1404.10.26,,lankuuhsta,,ivo,,1442.11.12,,
asia,forbidden_lands_superregion,J10,J10_aipar,aipar,,metsamic,yukel_followers,64,16,80,1392.9.23,,vahjevgiiv,,kasiip,,1441.7.30,,
asia,forbidden_lands_superregion,J11,J11_hurmas,hurmas,,khamgunai,enuuk_followers,80,48,48,1401.9.23,,bazur_qarshtuluu,,auppi,,1441.11.6,,
asia,forbidden_lands_superregion,J12,J12_osmo,osmo,,khamgunai,enuuk_followers,48,64,32,1394.11.18,,zurka_qarshtuluu,,latalo,,1441.11.6,,
asia,forbidden_lands_superregion,J13,J13_bahrom,bahrom,,khamgunai,yukel_followers,48,16,48,1407.5.2,,negechimudh,,kilpusne,,1443.10.28,,
asia,forbidden_lands_superregion,J14,J14_uruvyeri,uruvyeri,,khamgunai,enuuk_followers,64,48,64,1413.11.6,,orilgbulrek,,skiiva,,1442.12.6,,
asia,forbidden_lands_superregion,J15,J15_bhil,bhil,,zabatlari,yukel_followers,64,80,32,1388.1.25,,yizuqkeyil,,targuun,,1443.3.5,,
asia,forbidden_lands_superregion,J16,J16_jugh,jugh,,khamgunai,yukel_followers,48,0,64,1420.2.4,,tolgusrek,,oqaryezin,,1444.9.6,,
asia,forbidden_lands_superregion,J17,J17_jasrur,jasrur,,zabatlari,yukel_followers,64,48,48,1403.3.1,,mizaqtoch,,alanen,,1443.2.26,,
asia,forbidden_lands_superregion,J18,J18_tuya,tuya,,zabatlari,yukel_followers,48,32,48,1390.2.30,,narkel,,halghiruun,yes,1444.10.24,,
asia,forbidden_lands_superregion,J19,J19_otgayar,otgayar,,zabatlari,yukel_followers,96,64,48,1401.9.12,,jungyukaroy,,movarq,,1442.4.14,,
asia,forbidden_lands_superregion,J20,J20_aipar,aipar,,zabatlari,yukel_followers,32,64,48,1390.6.3,,bozkuqayla,,kilpi,,1442.9.28,,
asia,forbidden_lands_superregion,J21,J21_eza,eza,,metsamic,kodave_followers,16,32,48,1400.4.22,,marekiiv,,khodez,,1443.1.24,,
asia,forbidden_lands_superregion,J22,J22_ampo,ampo,,zabatlari,yukel_followers,64,64,48,1390.2.13,,tayerigliq,,o'ldoshqev,,1444.5.14,,
asia,forbidden_lands_superregion,J23,J23_chalqar,chalqar,,zabatlari,yukel_followers,48,48,96,1396.5.29,,yikashlay,,gaevazev,,1444.4.10,,
asia,forbidden_lands_superregion,J24,J24_zukayl,zukayl,'harpoon_of_kodave',zabatlari,yukel_followers,32,48,80,1393.3.12,,zabyostlar,,dulyev,,1442.8.6,,
asia,forbidden_lands_superregion,J25,J25_daltur,daltur,,zabatlari,kodave_followers,32,32,64,1400.8.11,,buruvaqoyla,,iyazaz,,1443.12.12,,
asia,forbidden_lands_superregion,J26,J26_kaukia,kaukia,,metsamic,kodave_followers,48,64,32,1400.8.11,,raattakod,,raatta,,1443.12.12,,
asia,forbidden_lands_superregion,J27,J27_jurva,jurva,,metsamic,kodave_followers,64,32,16,1395.10.29,,sinesadma,,lehntnst,,1433.12.12,,
asia,forbidden_lands_superregion,J28,J28_vihta,vihta,,metsamic,kodave_followers,64,32,32,1397.4.16,,valralahdi,,allik,,1444.8.6,,
asia,forbidden_lands_superregion,J29,J29_uruvyeri,uruvyeri,,metsamic,kodave_followers,48,32,16,1389.10.8,,vantnhasadma,,vuurnst,,1442.6.21,,
asia,forbidden_lands_superregion,J30,J30_izugel,izugel,,metsamic,kodave_followers,48,48,64,1398.2.11,,lankina,,uukvan,,1434.1.15,,
asia,forbidden_lands_superregion,J31,J31_veljpeav,veljpeav,,khamgunai,enuuk_followers,32,32,80,1381.7.20,,akuutengen,,tentenqh,,1441.11.13,,
serpentspine,west_serpentspine_superregion,J32,J32_shrakk,shrakk,,mossmouth_ogre,feast_of_the_gods,48,48,80,1406.3.10,,porgirs_valley,,mire_maw,,1438.3.10,,
asia,forbidden_lands_superregion,J35,J35_oghan,oghan,,fathide_ogre,feast_of_the_gods,48,64,32,1417.9.13,,morzghaus,,strongrock,,1438.1.1,,
asia,forbidden_lands_superregion,J36,J36_mughra,mughra,,fathide_ogre,feast_of_the_gods,48,64,32,1397.4.29,,krotavakein,,stoneheart,,1420.1.1,,
asia,forbidden_lands_superregion,J37,J37_vakrag,vakrag,,fathide_ogre,feast_of_the_gods,48,64,32,1420.1.11,,olkhalebur,,steelgrinder,,1435.1.1,,
asia,forbidden_lands_superregion,J38,J38_oghan,oghan,,fathide_ogre,feast_of_the_gods,16,32,64,1419.6.9,,veghilmogh,,spinebreaker,,1438.1.1,,
asia,forbidden_lands_superregion,J39,J39_nargh,nargh,,fathide_ogre,feast_of_the_gods,48,64,64,1401.5.3,,onathalkir,,chainlord,,1423.1.1,,
asia,forbidden_lands_superregion,J40,J40_rogha,rogha,,fathide_ogre,feast_of_the_gods,80,64,32,1418.3.3,,upralbazur,,doomhunger,,1435.1.1,,
asia,forbidden_lands_superregion,J41,J41_sughra,sughra,,fathide_ogre,feast_of_the_gods,64,64,96,1424.11.11,,rijansvi,,bronzegut,,1443.1.1,,
asia,forbidden_lands_superregion,J42,J42_tug,tug,,fathide_ogre,feast_of_the_gods,32,0,32,1397.1.4,,sriptetsvel,,grey_fist,,1418.1.1,,
asia,forbidden_lands_superregion,J43,J43_jughra,jughra,,fathide_ogre,feast_of_the_gods,16,16,96,1420.1.4,,klachartan,,ironclaw,,1440.1.1,,
asia,forbidden_lands_superregion,J44,J44_yaghrn,yaghrn,,fathide_ogre,feast_of_the_gods,64,48,80,1400.1.4,,zaleinrot,,skull_gnasher,,1420.1.1,,
asia,forbidden_lands_superregion,J45,J45_pog,pog,,fathide_ogre,feast_of_the_gods,48,32,64,1422.1.4,,aglurnhgur,,trunk_basher,,1440.1.1,,
asia,forbidden_lands_superregion,J46,J46_karigan,karigan,,fathide_ogre,feast_of_the_gods,80,80,80,1419.2.3,,levilkhar,,frosthide,,1441.1.1,,
south_america,taychend_superregion,J70,J70_vesimathi_3,vesimathi,,thekvrystana,gods_of_the_taychend,48,96,32,1415.3.6,1476.9.4,bystcaxap,,taneliatavam,yes,1444.1.1,1476.9.4,3.0
south_america,taychend_superregion,J71,J71_thiraendezh,thiraendezh,,sarihaddi,gods_of_the_taychend,16,0,48,1425.3.6,1476.9.4,venara,,kirenur,,1444.1.1,1476.9.4,
south_america,taychend_superregion,J72,J72_uramat_6,uramat,,chendhyan,gods_of_the_taychend,48,32,80,1401.3.6,1476.9.4,thekavasanikkunnu,,vakhyrlana,,1444.1.1,1476.9.4,6.0
south_america,taychend_superregion,J73,J73_zaernsarlan_2,zaernsarlan,,chendhyan,gods_of_the_taychend,64,64,80,1379.3.6,1476.9.4,dongyccyl,,urazhlana,,1444.1.1,1476.9.4,2.0
south_america,taychend_superregion,J74,J74_narha,narha,'waterclaw',chendhyan,askaeorg,0,0,96,1402.3.6,1476.9.4,pedhrim,,alazhyr,yes,1444.1.1,1476.9.4,
south_america,taychend_superregion,J75,J75_olhokar_6,olhokar,,yodhanpir,gods_of_the_taychend,32,48,80,1400.3.6,1476.9.4,xardonni,,rakkabenna,,1444.1.1,1476.9.4,6.0
south_america,taychend_superregion,J76,J76_alanarendra,alanarendra,,yodhanpir,gods_of_the_taychend,48,64,48,1403.3.6,1476.9.4,banderuttai,,uttasangamar,yes,1444.1.1,1476.9.4,
south_america,taychend_superregion,J77,J77_teshaladapan,teshaladapan,,yodhanpir,gods_of_the_taychend,32,32,64,1399.3.6,1476.9.4,kattisangamar,,takasangamar,,1444.1.1,1476.9.4,
south_america,taychend_superregion,J78,J78_varamzhil_7,varamzhil,,kalavendhi,gods_of_the_taychend,32,16,80,1405.3.6,1476.9.4,larmaikq,,aryakompu,,1444.1.1,1476.9.4,7.0
south_america,taychend_superregion,J79,J79_seronrin_2,seronrin,,kalavendhi,gods_of_the_taychend,48,48,32,1410.3.6,1476.9.4,anbennar6758,,senjita,,1444.1.1,1476.9.4,2.0
south_america,taychend_superregion,J80,J80_shariava,shariava,,kalavendhi,gods_of_the_taychend,16,0,64,1402.3.6,1476.9.4,vampalnachend,,uttaya,yes,1444.1.1,1476.9.4,
south_america,taychend_superregion,J81,J81_andrellatam,andrellatam,rakulacan,kalavendhi,gods_of_the_taychend,32,64,48,1407.3.6,1476.9.4,parahechend,,uttaya,,1444.1.1,1476.9.4,
south_america,taychend_superregion,J82,J82_thanand,thanand,,kalavendhi,gods_of_the_taychend,48,16,80,1421.3.6,1476.9.4,varamkq,,rakulacan,,1444.1.1,1476.9.4,
south_america,taychend_superregion,J83,J83_wishi'powi,wishi'powi,,duguihi,gods_of_the_taychend,64,64,32,1424.3.6,1476.9.4,ainecutir,,tahuvava,,1444.1.1,1476.9.4,
south_america,taychend_superregion,J84,J84_mihaela,mihaela,,roilsardi,gods_of_the_taychend,64,32,96,1026.01.01,1057.02.01,temirennu,,veliara,yes,1057.01.01,1057.02.01,
south_america,taychend_superregion,J84,J84_veliara,veliara,,roilsardi,gods_of_the_taychend,64,32,96,1026.01.01,,temirennu,,rakulacan,yes,1057.02.01,,
south_america,ruin_proper_superregion,J95,J95_thirendil,thirendil,,sea_elf,elven_forebears,48,64,64,1350.1.1,1820.1.1,plenty_far,,windsail,,1400.1.1,1820.1.1,
africa,tanib_dajek_superregion,L01,L01_aza,aza,,kuivanhi,noukahi_pantheon,16,48,80,1416.12.12,,gamyi,,sama,,1440.3.17,,
africa,south_salahad_superregion,L02,L02_edosa,edosa,,mantimatu,fangaulan_pantheon,48,32,80,1399.11.4,,jagab_faru,,molpadia,yes,1442.3.17,,
africa,tanib_dajek_superregion,L03,L03_saban,saban,,ikilshebe,noukahi_pantheon,32,0,96,1373.11.4,,nyokyora,,!xe_alangba,,1393.12.17,,
africa,south_salahad_superregion,L04,L04_aakh,aakh,,horakheti,elikhetist,48,16,48,1392.11.30,,anbennar5679,,intef,,1428.6.17,,
africa,tanib_dajek_superregion,L05,L05_sidanyana,sidanyana,,gumzemo,noukahi_pantheon,16,32,48,1399.1.6,,iqhekabi,,!xe_bira,,1432.12.17,,
africa,tanib_dajek_superregion,L06,L06_tutu,tutu,,zuvunwa,noukahi_pantheon,64,48,32,1403.2.2,,bivuzena,,kaniri,,1433.3.17,,
africa,tanib_dajek_superregion,L07,L07_nyahire,nyahire,,gumzemo,noukahi_pantheon,32,32,32,1386.11.7,,golonela,,!xe_ndarumo,,1432.3.17,,
africa,tanib_dajek_superregion,L08,L08_andil,andil,,kudemtu,noukahi_pantheon,96,64,16,1385.1.4,,kulugiash,,!xe_kulugiash,,1412.3.17,,
africa,tanib_dajek_superregion,L09,L09_akil,akil,,horakheti,elikhetist,48,96,32,1398.11.4,,zuvavim,,dawyaw,,1433.3.17,,
africa,fangaula_superregion,L10,L10_zafimahaleo,zafimahaleo,,amezatany,fangaulan_pantheon,48,96,64,1407.10.1,,kunolo,,beetlebiter,,1443.6.17,,
africa,tanib_dajek_superregion,L12,L12_bhenak,bhenak,,horakheti,elikhetist,0,80,32,1393.11.7,,gomuvuri,,benrba,,1432.3.17,,
africa,fangaula_superregion,L13,L13_chufar,chufar,,horakheti,elikhetist,48,48,0,1400.11.1,,samishesha,,tophird,,1426.12.17,,
africa,fangaula_superregion,L14,L14_wegbaja,wegbaja,,tamajoba,fangaulan_pantheon,64,80,48,1404.10.1,,izini,,numum,,1434.6.17,,
africa,fangaula_superregion,L15,L15_berempon,berempon,,kaino,fangaulan_pantheon,96,48,80,1420.10.1,,woussoulan,,magassouba,,1443.6.17,,
africa,fangaula_superregion,L16,L16_bwana,bwana,,ndurubu,fangaulan_pantheon,80,48,64,1417.10.1,,anbennar6307,,sinnaban,,1442.6.17,,
africa,fangaula_superregion,L17,L17_gelaajo,gelaajo,,taafi,fangaulan_pantheon,16,32,80,1423.10.1,,adze_bintu,,konare,,1443.6.17,,
africa,fangaula_superregion,L18,L18_kuluguba,kuluguba,,kaino,fangaulan_pantheon,16,32,16,1380.11.4,,jirad,,sankareh,,1442.3.17,,
africa,fangaula_superregion,L19,L19_amuniwaiye,amuniwaiye,,kaino,fangaulan_pantheon,64,16,64,1393.11.4,,donkili_farawo,,sako,,1442.3.17,,
africa,fangaula_superregion,L20,L20_gungoble,gungoble,,kaino,fangaulan_pantheon,32,80,64,1412.10.1,,jiridese_so,,trawore,,1443.6.17,,
africa,fangaula_superregion,L21,L21_kpasse,kpasse,,tamajoba,fangaulan_pantheon,32,64,80,1408.10.1,,junansuar,,lolou,,1443.6.17,,
africa,fangaula_superregion,L22,L22_elikplim,elikplim,,binwarji,fangaulan_pantheon,48,64,16,1409.10.1,,atijo_sigilan,,koulibaly,,1443.6.17,,
africa,fangaula_superregion,L25,L25_kigan,kigan,,dunesole_ogre,fangaulan_pantheon,32,96,32,1418.11.4,,makan,,earth_render,,1442.3.17,,
africa,south_salahad_superregion,L26,L26_semut_3,semut,,irsmahapan,elikhetist,48,48,48,1421.2.2,,deshwimat,,crodamos,,1444.1.1,,3.0
africa,tanib_dajek_superregion,L33,L33_haingo,haingo,,amezatany,nakavy_avo,32,64,48,1416.10.1,,tibokyuye,,mirthvoice,,1438.6.17,,
africa,tanib_dajek_superregion,L34,L34_manadafy_1,manadafy,,amezatany,nakavy_avo,32,16,32,1381.11.4,,teramtvara,,ashfarmer,,1432.3.17,,1.0
africa,tanib_dajek_superregion,L35,L35_haingo,haingo,,amezatany,nakavy_avo,32,80,16,1406.10.1,,jakavafo,,foamrider,,1436.6.17,,
africa,tanib_dajek_superregion,L36,L36_rangita,rangita,,amezatany,nakavy_avo,80,80,0,1345.10.1,,lelanan,,tallfriend,yes,1408.6.17,,
africa,tanib_dajek_superregion,L37,L37_felana,felana,,fomarati,nakavy_avo,48,96,16,1387.11.4,,loranakodro,,mouthersbane,yes,1442.3.17,,
africa,tanib_dajek_superregion,L38,L38_monja,monja,,amezatany,nakavy_avo,64,64,0,1395.11.4,,mapiltra,,meblic,,1432.3.17,,
africa,tanib_dajek_superregion,L39,L39_zalifa,zalifa,,mboala,nakavy_avo,48,80,48,1412.10.1,,lelajik,,bananabrewer,yes,1416.6.17,,
africa,tanib_dajek_superregion,L40,L40_andrianary,andrianary,,mboala,nakavy_avo,64,48,64,1415.10.1,,ndyuye,,coastwalker,,1438.6.17,,
africa,tanib_dajek_superregion,L41,L41_olokedry,olokedry,,fomarati,nakavy_avo,64,80,32,1386.11.4,,ibidintely,,hasakely,,1442.3.17,,
africa,tanib_dajek_superregion,L42,L42_lalao,lalao,,mboala,nakavy_avo,64,32,80,1417.10.1,,tibokbo,,huntsmarshal,yes,1438.6.17,,
africa,tanib_dajek_superregion,L43,L43_rivomanantsoa,rivomanantsoa,,amezatany,nakavy_avo,64,64,32,1388.10.1,,havoapahai,,trunkbellow,,1438.6.17,,
africa,tanib_dajek_superregion,L44,L44_felana_2,felana,,mboala,nakavy_avo,48,32,96,1417.11.4,,ananiltra,,stromcrowned,yes,1442.3.17,,2.0
africa,tanib_dajek_superregion,L45,L45_solo,solo,,mboala,nakavy_avo,64,96,32,1401.10.1,,oronsinoma,,foamrider,,1438.6.17,,
africa,tanib_dajek_superregion,L46,L46_mandafy,mandafy,,mazava,nakavy_avo,32,64,32,1400.10.1,,angoitra,,dreamweaver,,1438.6.17,,
africa,tanib_dajek_superregion,L47,L47_azaly,azaly,,mazava,nakavy_avo,32,80,32,1408.10.1,,amezahva,,spicetrader,,1438.6.17,,
africa,tanib_dajek_superregion,L48,L48_rakoto,rakoto,,mazava,nakavy_avo,48,16,80,1414.10.1,,ofavi,,stoneheart,,1438.6.17,,
africa,tanib_dajek_superregion,L50,L50_emampro,emampro,,mazava,nakavy_avo,80,80,16,1410.4.7,,teramzadai,,erfara,,1440.6.1,,
africa,tanib_dajek_superregion,L51,L51_lalao,lalao,,mazava,nakavy_avo,48,80,48,1422.10.1,,diratond,,manyclove,yes,1438.6.17,,
africa,tanib_dajek_superregion,L52,L52_volana,volana,,mazava,nakavy_avo,64,32,48,1375.11.2,,onkelymapo,,ranmaro,yes,1418.3.17,,
africa,fangaula_superregion,L53,L53_andrianary,andrianary,,amezatany,nakavy_avo,80,48,48,1375.10.1,,tiboktsamo,,longwatch,,1438.6.17,,
africa,east_sarhal_superregion,L55,L55_bimogire,bimogire,,naleni_harpy,the_hunt,64,64,48,1422.3.24,1491.1.11,jezarpizu,,nephiueda,yes,1444.1.1,1491.1.11,
africa,east_sarhal_superregion,L57,L57_kazahu_6,kazahu,,ofehibi,sky_domain,80,80,64,1419.11.4,,riyiwedeb,,zor_kazahu-jahzara,,1443.6.29,,6.0
africa,east_sarhal_superregion,L58,L58_kajen_2,kajen,,yeteferen,sky_domain,48,32,64,1412.11.4,,yetmesira,,zor_losha-fikra,,1443.6.29,,2.0
africa,east_sarhal_superregion,L62,L62_ayusar,ayusar,,roaming_harimari,high_philosophy,32,64,64,1410.3.25,,van,,of_the_jeweled_claw,,1444.1.1,,
africa,east_sarhal_superregion,L63,L63_ka,ka,gunam,antmvura,transmutative_path,64,32,64,1410.7.15,,goufeingon,,zong,yes,1442.1.1,,
africa,east_sarhal_superregion,L64,L64_ezana_6,ezana,,metobesebi,sky_domain,16,48,64,1421.1.4,,tistrias,,zor_berileb-ezana,,1444.1.1,,6.0
africa,east_sarhal_superregion,L66,L66_dejen_2,dejen,,ofehibi,shadow_pact,64,16,48,1410.6.1,,simegesfan,,zor_hajo-abera,,1444.10.1,,2.0
africa,east_sarhal_superregion,L67,L67_ante_3,ante,,sitewosi,sky_domain,32,48,64,1415.11.4,,yikikakeli,,zor_hlemi-behishan,,1443.6.29,,3.0
africa,taneyas_superregion,L68,L68_krorasz_5,krorasz,,shagashay_lizardfolk,anzalkatsa,16,48,32,1428.6.19,,karassk,,godseeker,,1444.1.1,,5.0
africa,taneyas_superregion,L69,L69_teranak,teranak,x_'the_old',ichiadza_lizardfolk,anzalkatsa,64,96,80,1278.10.12,1378.12.30,zerat,,scaleguard,,1355.1.1,1378.12.30,
africa,taneyas_superregion,L69,L69_varthessash_2,varthessash,,ichiadza_lizardfolk,anzalkatsa,32,64,16,1328.5.12,1418.10.8,zerat,,scaleguard,,1378.12.30,1418.10.8,2.0
africa,taneyas_superregion,L69,L69_qakot_2,qakot,,ichiadza_lizardfolk,anzalkatsa,64,48,64,1396.3.9,,zerat,,scaleguard,,1418.10.8,,2.0
africa,taneyas_superregion,L70,L70_shaordash_6,shaordash,,shagatyn_lizardfolk,anzalkatsa,32,64,32,1402.1.25,,khugra,,wavelistener,,1444.1.1,,6.0
africa,taneyas_superregion,L71,L71_itros_1,itros,,skarakara_lizardfolk,anzalkatsa,64,48,64,1426.7.14,,nazhni,,duskrunner,,1444.1.1,,1.0
africa,taneyas_superregion,L72,L72_nulri_1,nulri,,arraskay_lizardfolk,anzalkatsa,32,48,64,1398.6.1,,zatsuti,,starlance,,1444.1.1,,1.0
africa,taneyas_superregion,L73,L73_rhiz_1,rhiz,,ashhana_lizardfolk,zaradyrra,80,64,48,1399.7.7,,karashan,,gurpainter,,1444.1.1,,1.0
africa,taneyas_superregion,L74,L74_daukazosk_1,daukazosk,,ashhana_lizardfolk,zaradyrra,48,32,64,1423.3.3,,zatal,,bloodscale,,1444.1.1,,1.0
africa,taneyas_superregion,L75,L75_teran,teran,,ashhana_lizardfolk,zaradyrra,32,80,80,1405.5.10,,adgur,,swampstalker,,1444.1.1,,
africa,taneyas_superregion,L76,L76_karqut_1,karqut,,ashhana_lizardfolk,zaradyrra,48,32,32,1422.3.14,,gasha,,calmfang,,1444.1.1,,1.0
africa,taneyas_superregion,L77,L77_siltaru_1,siltaru,,ashhana_lizardfolk,zaradyrra,48,48,80,1412.2.18,,yosasad,,sungold,,1444.1.1,,1.0
africa,taneyas_superregion,L79,L79_islesund_1,islesund,,ashhana_lizardfolk,zaradyrra,80,48,48,1416.3.16,,rshak,,wiseblood,,1444.1.1,,1.0
africa,taneyas_superregion,L80,L80_relork_1,relork,,ashhana_lizardfolk,zaradyrra,64,80,80,1427.4.9,,zulbur,,stonecarver,,1444.1.1,,1.0
africa,taneyas_superregion,L81,L81_irdar_1,irdar,,mashkay_lizardfolk,anzalkatsa,32,64,64,1390.8.9,,yassa,,skyfoam,,1444.1.1,,1.0
africa,east_sarhal_superregion,L82,L82_arak_1,arak,,cyazizeta_lizardfolk,beast_memory,64,64,48,1424.10.16,,kuraru,,skybreaker,,1444.1.1,,1.0
africa,taneyas_superregion,L83,L83_imux_6,imux,,rhada_lizardfolk,anzalkatsa,64,16,32,1411.5.16,,shangra,,starseer,,1444.1.1,,6.0
africa,taneyas_superregion,L84,L84_itros_10,itros,,rhada_lizardfolk,anzalkatsa,32,80,16,1382.5.16,,shalazar,,moonwarden,,1444.1.1,,10.0
africa,taneyas_superregion,L85,L85_aguntat_1,aguntat,,rhada_lizardfolk,zaradyrra,48,64,32,1425.12.5,,ashakani,,starcaller,,1444.1.1,,1.0
africa,taneyas_superregion,L86,L86_orthaas,orthaas,,ashhana_lizardfolk,zaradyrra,32,48,32,1420.10.7,,ishyaga,,earthguard,,1444.1.1,,
africa,taneyas_superregion,L88,L88_totraz_1,totraz,,ashhana_lizardfolk,zaradyrra,32,64,48,1424.8.16,,abussanik,,foreststrider,,1444.1.1,,1.0
africa,taneyas_superregion,L89,L89_totraz_1,totraz,,ashhana_lizardfolk,zaradyrra,64,48,64,1426.4.12,,tsuzik,,brightscale,,1444.1.1,,1.0
africa,taneyas_superregion,L90,L90_etocard_1,etocard,,ichiadza_lizardfolk,anzalkatsa,32,64,32,1421.12.6,,akhanekas,,everwatcher,,1444.1.1,,1.0
africa,taneyas_superregion,L91,L91_eshird_1,eshird,,arraskay_lizardfolk,anzalkatsa,64,32,64,1406.5.8,,alashkatsa,,dawnblade,,1444.1.1,,1.0
africa,taneyas_superregion,L92,L92_krorasz_1,krorasz,,arraskay_lizardfolk,anzalkatsa,64,0,48,1425.5.4,,tsurin,,holyscale,,1444.1.1,,1.0
africa,taneyas_superregion,L94,L94_water,water,council,shagatyn_lizardfolk,anzalkatsa,16,48,16,1.1.1,,takarakara,,unknown_dynasty,,1444.1.1,,
africa,taneyas_superregion,L95,L95_sykar_1,sykar,,arraskay_lizardfolk,anzalkatsa,48,32,80,1403.3.3,,rayazas,,riverclaw,,1420.3.3,,1.0
africa,taneyas_superregion,L96,L96_katyradz_1,katyradz,,arraskay_lizardfolk,anzalkatsa,64,0,64,1409.9.16,,asartin,,riverclaw,,1444.1.1,,1.0
africa,taneyas_superregion,L97,L97_ayralgaz_1,ayralgaz,,arraskay_lizardfolk,anzalkatsa,48,32,16,1412.10.11,,arazinik,,riverclaw,,1444.1.1,,1.0
africa,taneyas_superregion,L98,L98_kartu_1,kartu,,ichiadza_lizardfolk,anzalkatsa,32,64,64,1416.8.10,,tsya_ra_thusk,,hillstrider,,1444.1.1,,1.0
africa,taneyas_superregion,L99,L99_kazrek_3,kazrek,,ichiadza_lizardfolk,anzalkatsa,80,16,64,1429.1.1,,sutnasaak,,greenstalker,,1444.1.1,,3.0
serpentspine,west_serpentspine_superregion,M01,M01_lagok,lagok,,cave_troll,goblinic_shamanism,16,96,16,1421.11.4,,south_greatcavern,,friend-seeker,,1442.3.17,,
